id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk,lanes_speed,curvature_speed,lanes_curvature,high_speed,high_curvature,few_lanes,no_signs,holiday_risk,speed_category,curvature_category
208897,urban,4,0.46,35,night,rainy,False,False,evening,True,True,2,0.37,140,16.1,1.84,0,0,0,1,1,low,medium
361570,rural,3,0.54,25,dim,clear,False,False,morning,False,False,1,0.15,75,13.5,1.62,0,1,0,1,0,low,medium
65734,rural,1,0.93,25,daylight,rainy,True,False,evening,False,False,3,0.55,25,23.25,0.93,0,1,1,0,0,low,high
332997,highway,1,0.82,45,dim,rainy,False,False,afternoon,False,False,2,0.37,45,36.9,0.82,0,1,1,1,0,medium,high
472615,rural,4,0.44,25,night,rainy,False,False,morning,True,True,2,0.43,100,11.0,1.76,0,0,0,1,1,low,medium
311184,rural,4,0.36,25,dim,foggy,True,True,morning,True,False,1,0.21,100,9.0,1.44,0,0,0,0,1,low,medium
330455,rural,2,0.56,70,daylight,rainy,False,True,morning,True,False,0,0.45,140,39.2,1.12,1,1,1,1,1,high,medium
130175,urban,4,0.48,60,daylight,rainy,False,True,morning,False,True,0,0.41,240,28.799999999999997,1.92,1,0,0,1,0,medium,medium
71866,rural,3,0.03,25,night,rainy,False,False,afternoon,False,False,2,0.38,75,0.75,0.09,0,0,0,1,0,low,low
398005,urban,1,0.13,45,daylight,rainy,False,True,afternoon,False,False,0,0.13,45,5.8500000000000005,0.13,0,0,1,1,0,medium,low
256639,rural,4,0.65,70,daylight,rainy,True,False,morning,False,True,3,0.58,280,45.5,2.6,1,1,0,0,0,high,high
152660,highway,4,0.02,45,daylight,rainy,True,False,morning,True,True,1,0.13,180,0.9,0.08,0,0,0,0,1,medium,low
21468,urban,1,0.83,45,night,rainy,True,True,afternoon,True,True,3,0.55,45,37.35,0.83,0,1,1,0,1,medium,high
152843,urban,4,0.85,35,night,foggy,True,False,evening,True,True,1,0.54,140,29.75,3.4,0,1,0,0,1,low,high
460475,rural,1,0.57,45,dim,rainy,True,False,evening,True,True,1,0.34,45,25.65,0.57,0,1,1,0,1,medium,medium
222366,rural,3,0.47,70,daylight,foggy,True,False,morning,False,True,1,0.39,210,32.9,1.41,1,0,0,0,0,high,medium
128336,highway,1,0.8,70,dim,foggy,True,True,evening,True,False,1,0.53,70,56.0,0.8,1,1,1,0,1,high,high
266709,rural,4,0.22,35,dim,foggy,False,True,evening,True,False,1,0.21,140,7.7,0.88,0,0,0,1,1,low,low
274290,urban,4,0.75,25,night,clear,False,False,evening,False,True,2,0.48,100,18.75,3.0,0,1,0,1,0,low,high
272285,highway,2,0.78,70,daylight,foggy,True,True,afternoon,False,True,0,0.48,140,54.6,1.56,1,1,1,0,0,high,high
495467,urban,2,0.95,60,daylight,foggy,False,True,morning,False,True,3,0.57,120,57.0,1.9,1,1,1,1,0,medium,high
438022,urban,1,0.63,60,daylight,foggy,False,False,afternoon,True,False,1,0.51,60,37.8,0.63,1,1,1,1,1,medium,high
451191,rural,2,0.14,25,daylight,foggy,False,True,morning,True,False,0,0.07,50,3.5000000000000004,0.28,0,0,1,1,1,low,low
465695,highway,4,0.03,45,dim,foggy,False,True,evening,False,True,2,0.15,180,1.3499999999999999,0.12,0,0,0,1,0,medium,low
353310,highway,1,0.61,35,daylight,foggy,True,True,evening,True,True,1,0.38,35,21.349999999999998,0.61,0,1,1,0,1,low,high
359444,highway,3,0.75,35,night,clear,False,True,evening,True,False,2,0.43,105,26.25,2.25,0,1,0,1,1,low,high
503032,rural,3,0.73,60,daylight,rainy,True,True,morning,False,True,3,0.57,180,43.8,2.19,1,1,0,0,0,medium,high
200689,highway,2,0.75,60,night,clear,False,False,evening,True,True,0,0.55,120,45.0,1.5,1,1,1,1,1,medium,high
301419,highway,4,0.07,45,daylight,foggy,True,True,evening,True,True,0,0.12,180,3.1500000000000004,0.28,0,0,0,0,1,medium,low
172112,rural,4,0.66,45,night,clear,False,False,afternoon,False,False,2,0.43,180,29.700000000000003,2.64,0,1,0,1,0,medium,high
32043,urban,3,0.13,25,daylight,foggy,True,False,afternoon,True,False,2,0.18,75,3.25,0.39,0,0,0,0,1,low,low
31624,urban,4,0.62,35,dim,rainy,True,False,morning,False,False,1,0.27,140,21.7,2.48,0,1,0,0,0,low,high
498014,rural,3,0.83,60,night,clear,False,True,evening,False,False,2,0.64,180,49.8,2.4899999999999998,1,1,0,1,0,medium,high
277179,highway,2,0.71,70,dim,rainy,False,False,evening,True,False,3,0.7,140,49.699999999999996,1.42,1,1,1,1,1,high,high
196076,urban,3,0.8,35,night,clear,False,False,morning,True,False,2,0.47,105,28.0,2.4000000000000004,0,1,0,1,1,low,high
23455,rural,3,0.67,25,daylight,rainy,False,False,evening,False,False,1,0.23,75,16.75,2.0100000000000002,0,1,0,1,0,low,high
200223,rural,4,0.42,25,dim,foggy,False,True,afternoon,True,True,0,0.17,100,10.5,1.68,0,0,0,1,1,low,medium
345206,urban,2,0.63,25,dim,rainy,True,True,evening,False,False,1,0.37,50,15.75,1.26,0,1,1,0,0,low,high
12886,urban,4,0.59,70,daylight,foggy,False,True,afternoon,False,True,2,0.52,280,41.3,2.36,1,1,0,1,0,high,medium
216212,highway,2,0.51,25,night,rainy,True,False,morning,False,False,0,0.43,50,12.75,1.02,0,0,1,0,0,low,medium
245147,urban,1,0.96,60,dim,clear,False,True,morning,True,False,1,0.41,60,57.599999999999994,0.96,1,1,1,1,1,medium,high
9479,rural,4,0.4,70,night,rainy,True,True,evening,False,False,2,0.64,280,28.0,1.6,1,0,0,0,0,high,medium
318485,rural,2,0.75,25,night,clear,True,True,morning,False,True,2,0.37,50,18.75,1.5,0,1,1,0,0,low,high
479693,highway,1,0.29,25,dim,clear,False,False,evening,False,False,1,0.05,25,7.249999999999999,0.29,0,0,1,1,0,low,low
92779,highway,4,0.67,35,daylight,foggy,True,False,afternoon,False,True,2,0.29,140,23.450000000000003,2.68,0,1,0,0,0,low,high
502902,highway,3,0.26,45,dim,clear,False,True,morning,True,False,1,0.12,135,11.700000000000001,0.78,0,0,0,1,1,medium,low
314215,rural,1,0.61,45,dim,foggy,True,True,evening,True,False,1,0.34,45,27.45,0.61,0,1,1,0,1,medium,high
355195,highway,1,0.62,35,dim,rainy,True,True,morning,False,False,1,0.38,35,21.7,0.62,0,1,1,0,0,low,high
354287,urban,3,0.58,25,dim,foggy,False,False,evening,False,True,2,0.24,75,14.499999999999998,1.7399999999999998,0,1,0,1,0,low,medium
303201,urban,1,0.57,35,night,clear,False,True,evening,True,False,1,0.37,35,19.95,0.57,0,1,1,1,1,low,medium
509948,highway,3,0.12,25,daylight,clear,False,False,evening,True,False,0,0.01,75,3.0,0.36,0,0,0,1,1,low,low
312473,rural,1,0.22,45,dim,rainy,False,True,morning,True,False,0,0.13,45,9.9,0.22,0,0,1,1,1,medium,low
111515,highway,1,0.59,60,night,clear,True,True,afternoon,False,True,0,0.49,60,35.4,0.59,1,1,1,0,0,medium,medium
484986,urban,3,0.28,70,night,clear,False,False,afternoon,True,True,1,0.41,210,19.6,0.8400000000000001,1,0,0,1,1,high,low
107117,rural,2,0.67,70,dim,foggy,False,True,evening,True,False,1,0.6,140,46.900000000000006,1.34,1,1,1,1,1,high,high
314773,highway,3,0.26,35,daylight,rainy,True,False,evening,False,True,2,0.22,105,9.1,0.78,0,0,0,0,0,low,low
247765,highway,2,0.62,25,night,foggy,False,False,afternoon,False,True,1,0.43,50,15.5,1.24,0,1,1,1,0,low,high
239564,urban,1,0.81,35,night,clear,False,False,afternoon,True,False,1,0.37,35,28.35,0.81,0,1,1,1,1,low,high
153952,rural,3,0.71,35,daylight,clear,False,False,evening,False,False,1,0.29,105,24.849999999999998,2.13,0,1,0,1,0,low,high
464675,rural,1,0.7,25,dim,foggy,False,False,evening,False,True,1,0.23,25,17.5,0.7,0,1,1,1,0,low,high
374301,rural,1,0.44,45,dim,foggy,True,False,afternoon,False,False,0,0.23,45,19.8,0.44,0,0,1,0,0,medium,medium
25012,rural,1,0.24,70,dim,foggy,False,False,evening,False,False,2,0.45,70,16.8,0.24,1,0,1,1,0,high,low
30732,urban,4,0.08,60,daylight,rainy,True,True,morning,True,False,1,0.24,240,4.8,0.32,1,0,0,0,1,medium,low
322209,rural,3,0.26,70,dim,rainy,False,False,evening,True,True,1,0.38,210,18.2,0.78,1,0,0,1,1,high,low
374832,urban,1,0.01,25,night,clear,False,True,evening,False,False,1,0.0,25,0.25,0.01,0,0,1,1,0,low,low
259981,highway,3,0.76,60,night,clear,True,True,afternoon,True,False,1,0.6,180,45.6,2.2800000000000002,1,1,0,0,1,medium,high
207127,urban,4,0.82,45,daylight,rainy,True,True,morning,True,False,2,0.34,180,36.9,3.28,0,1,0,0,1,medium,high
307829,highway,1,0.34,70,daylight,rainy,True,True,evening,False,True,1,0.37,70,23.8,0.34,1,0,1,0,0,high,medium
429027,rural,3,0.15,70,dim,foggy,False,True,morning,False,True,1,0.31,210,10.5,0.44999999999999996,1,0,0,1,0,high,low
265722,urban,1,0.03,70,dim,rainy,False,False,evening,False,False,1,0.35,70,2.1,0.03,1,0,1,1,0,high,low
350801,rural,1,0.67,70,night,foggy,True,True,afternoon,True,True,2,0.75,70,46.900000000000006,0.67,1,1,1,0,1,high,high
329318,urban,1,0.79,60,daylight,clear,False,False,afternoon,True,False,2,0.54,60,47.400000000000006,0.79,1,1,1,1,1,medium,high
313421,urban,2,0.02,45,night,foggy,False,False,afternoon,False,True,2,0.2,90,0.9,0.04,0,0,1,1,0,medium,low
384937,highway,4,0.28,45,daylight,foggy,True,True,afternoon,False,True,1,0.27,180,12.600000000000001,1.12,0,0,0,0,0,medium,low
409891,highway,2,0.32,60,dim,foggy,False,True,morning,True,False,0,0.42,120,19.2,0.64,1,0,1,1,1,medium,medium
62642,urban,3,0.59,70,daylight,foggy,False,False,evening,True,True,1,0.45,210,41.3,1.77,1,1,0,1,1,high,medium
106678,highway,1,0.1,60,daylight,clear,True,False,evening,False,True,1,0.26,60,6.0,0.1,1,0,1,0,0,medium,low
80045,urban,3,0.56,60,daylight,clear,True,False,evening,True,True,3,0.44,180,33.6,1.6800000000000002,1,1,0,0,1,medium,medium
345518,highway,3,0.83,70,dim,foggy,False,True,afternoon,True,False,1,0.58,210,58.099999999999994,2.4899999999999998,1,1,0,1,1,high,high
68639,rural,1,0.03,70,night,clear,True,True,evening,False,False,2,0.33,70,2.1,0.03,1,0,1,0,0,high,low
513308,highway,1,0.12,70,dim,foggy,False,True,morning,True,True,1,0.32,70,8.4,0.12,1,0,1,1,1,high,low
161349,urban,2,0.7,25,night,foggy,True,False,evening,True,False,2,0.44,50,17.5,1.4,0,1,1,0,1,low,high
500677,highway,2,0.59,45,night,clear,False,True,morning,False,False,3,0.41,90,26.549999999999997,1.18,0,1,1,1,0,medium,medium
375122,rural,3,0.89,45,daylight,clear,True,True,evening,True,False,1,0.18,135,40.05,2.67,0,1,0,0,1,medium,high
198441,urban,1,0.43,45,daylight,rainy,True,False,morning,False,False,2,0.28,45,19.35,0.43,0,0,1,0,0,medium,medium
246866,urban,2,0.12,70,dim,foggy,True,True,morning,True,False,2,0.36,140,8.4,0.24,1,0,1,0,1,high,low
139008,rural,1,0.24,45,night,foggy,True,False,afternoon,True,True,0,0.38,45,10.799999999999999,0.24,0,0,1,0,1,medium,low
25758,urban,2,0.19,60,dim,clear,False,False,morning,False,True,0,0.25,120,11.4,0.38,1,0,1,1,0,medium,low
163293,urban,4,0.03,70,dim,foggy,False,True,evening,False,True,0,0.26,280,2.1,0.12,1,0,0,1,0,high,low
428770,urban,1,0.98,25,dim,clear,True,True,morning,False,True,0,0.41,25,24.5,0.98,0,1,1,0,0,low,high
350570,highway,4,0.73,25,daylight,foggy,True,True,morning,False,True,3,0.43,100,18.25,2.92,0,1,0,0,0,low,high
89555,urban,3,0.05,60,daylight,foggy,True,False,evening,False,False,0,0.31,180,3.0,0.15000000000000002,1,0,0,0,0,medium,low
457860,urban,1,0.14,35,daylight,clear,False,True,morning,False,False,0,0.05,35,4.9,0.14,0,0,1,1,0,low,low
60763,highway,3,0.17,25,night,clear,True,True,afternoon,False,True,1,0.18,75,4.25,0.51,0,0,0,0,0,low,low
451194,rural,1,0.19,60,daylight,clear,True,False,afternoon,True,True,1,0.28,60,11.4,0.19,1,0,1,0,1,medium,low
82655,rural,1,0.66,60,daylight,rainy,True,False,afternoon,True,False,0,0.5,60,39.6,0.66,1,1,1,0,1,medium,high
451485,rural,2,0.28,60,dim,clear,True,False,morning,False,True,0,0.2,120,16.8,0.56,1,0,1,0,0,medium,low
130428,urban,4,0.63,45,daylight,foggy,True,False,evening,True,True,0,0.29,180,28.35,2.52,0,1,0,0,1,medium,high
7433,urban,2,0.79,45,night,foggy,True,True,afternoon,True,False,1,0.53,90,35.550000000000004,1.58,0,1,1,0,1,medium,high
231744,rural,3,0.17,25,night,rainy,True,True,morning,False,True,1,0.41,75,4.25,0.51,0,0,0,0,0,low,low
312694,urban,1,0.69,60,dim,rainy,False,True,afternoon,False,True,3,0.62,60,41.4,0.69,1,1,1,1,0,medium,high
172418,highway,3,0.65,35,dim,foggy,False,True,evening,True,False,2,0.24,105,22.75,1.9500000000000002,0,1,0,1,1,low,high
112869,highway,3,0.84,35,night,clear,False,False,evening,True,True,1,0.41,105,29.4,2.52,0,1,0,1,1,low,high
233590,highway,4,0.99,25,daylight,rainy,True,False,morning,True,False,2,0.34,100,24.75,3.96,0,1,0,0,1,low,high
14647,rural,3,0.5,45,daylight,rainy,True,False,evening,True,False,0,0.25,135,22.5,1.5,0,0,0,0,1,medium,medium
118258,urban,2,0.05,25,night,clear,True,True,morning,True,True,2,0.25,50,1.25,0.1,0,0,1,0,1,low,low
69849,urban,1,0.6,25,dim,clear,True,True,evening,False,False,1,0.19,25,15.0,0.6,0,1,1,0,0,low,medium
3618,highway,1,0.82,45,dim,rainy,False,True,morning,False,False,1,0.34,45,36.9,0.82,0,1,1,1,0,medium,high
161024,highway,1,0.65,60,night,clear,True,False,evening,False,False,3,0.69,60,39.0,0.65,1,1,1,0,0,medium,high
483662,highway,1,0.73,45,night,clear,True,False,morning,True,True,3,0.45,45,32.85,0.73,0,1,1,0,1,medium,high
445254,rural,4,0.05,25,daylight,foggy,False,False,morning,False,False,2,0.05,100,1.25,0.2,0,0,0,1,0,low,low
213641,highway,2,0.66,70,daylight,foggy,False,False,afternoon,True,True,1,0.63,140,46.2,1.32,1,1,1,1,1,high,high
187414,highway,3,0.58,60,dim,rainy,False,True,afternoon,False,True,0,0.42,180,34.8,1.7399999999999998,1,1,0,1,0,medium,medium
283870,rural,1,0.42,35,dim,foggy,True,False,evening,False,True,1,0.23,35,14.7,0.42,0,0,1,0,0,low,medium
368812,highway,2,0.04,60,dim,foggy,False,True,morning,False,True,1,0.24,120,2.4,0.08,1,0,1,1,0,medium,low
91750,rural,1,0.26,25,daylight,foggy,False,True,evening,False,True,0,0.19,25,6.5,0.26,0,0,1,1,0,low,low
283011,highway,3,0.01,60,night,clear,True,True,evening,False,False,0,0.34,180,0.6,0.03,1,0,0,0,0,medium,low
133357,highway,3,0.39,70,dim,rainy,False,True,morning,False,True,2,0.41,210,27.3,1.17,1,0,0,1,0,high,medium
371099,highway,3,0.35,45,dim,clear,False,True,evening,False,False,1,0.06,135,15.749999999999998,1.0499999999999998,0,0,0,1,0,medium,medium
43851,highway,3,0.99,25,daylight,foggy,False,False,evening,False,True,3,0.45,75,24.75,2.9699999999999998,0,1,0,1,0,low,high
348654,highway,3,0.34,45,daylight,rainy,True,False,afternoon,True,True,2,0.24,135,15.3,1.02,0,0,0,0,1,medium,medium
60304,highway,1,0.33,25,daylight,foggy,True,True,afternoon,True,False,1,0.16,25,8.25,0.33,0,0,1,0,1,low,medium
244284,rural,1,0.31,45,night,foggy,True,True,afternoon,True,False,1,0.45,45,13.95,0.31,0,0,1,0,1,medium,medium
255496,rural,1,0.37,25,night,rainy,False,True,evening,False,True,1,0.38,25,9.25,0.37,0,0,1,1,0,low,medium
446578,rural,2,0.37,35,daylight,clear,False,False,evening,False,True,0,0.05,70,12.95,0.74,0,0,1,1,0,low,medium
249372,urban,1,0.86,35,dim,clear,False,True,morning,False,True,1,0.39,35,30.099999999999998,0.86,0,1,1,1,0,low,high
273107,rural,1,0.35,60,dim,rainy,True,False,evening,True,False,1,0.42,60,21.0,0.35,1,0,1,0,1,medium,medium
381778,rural,2,0.66,60,daylight,rainy,True,True,evening,True,False,1,0.46,120,39.6,1.32,1,1,1,0,1,medium,high
264906,urban,4,0.08,25,night,clear,False,True,morning,False,False,0,0.23,100,2.0,0.32,0,0,0,1,0,low,low
196494,rural,2,0.22,35,night,foggy,True,False,evening,False,True,1,0.44,70,7.7,0.44,0,0,1,0,0,low,low
1731,rural,4,0.53,60,daylight,foggy,True,False,evening,True,True,1,0.43,240,31.8,2.12,1,1,0,0,1,medium,medium
365538,rural,1,0.73,70,dim,foggy,True,False,morning,True,True,1,0.54,70,51.1,0.73,1,1,1,0,1,high,high
154749,rural,2,0.63,35,dim,rainy,True,False,afternoon,True,False,0,0.24,70,22.05,1.26,0,1,1,0,1,low,high
323204,rural,3,0.79,70,daylight,clear,True,True,morning,True,False,1,0.49,210,55.300000000000004,2.37,1,1,0,0,1,high,high
110399,highway,3,0.15,35,night,foggy,False,True,evening,True,False,1,0.35,105,5.25,0.44999999999999996,0,0,0,1,1,low,low
330962,highway,2,0.54,25,dim,foggy,False,False,evening,True,False,0,0.28,50,13.5,1.08,0,1,1,1,1,low,medium
298770,highway,1,0.6,45,daylight,rainy,False,True,morning,True,True,2,0.3,45,27.0,0.6,0,1,1,1,1,medium,medium
304109,rural,3,0.76,60,night,clear,True,False,evening,False,True,3,0.72,180,45.6,2.2800000000000002,1,1,0,0,0,medium,high
74945,highway,4,0.87,25,dim,rainy,False,False,morning,True,False,2,0.4,100,21.75,3.48,0,1,0,1,1,low,high
500436,urban,3,0.1,60,daylight,rainy,True,False,evening,False,True,2,0.47,180,6.0,0.30000000000000004,1,0,0,0,0,medium,low
444210,urban,3,0.67,70,dim,clear,True,False,morning,False,True,0,0.49,210,46.900000000000006,2.0100000000000002,1,1,0,0,0,high,high
201691,highway,2,0.2,35,dim,foggy,True,False,morning,True,True,1,0.14,70,7.0,0.4,0,0,1,0,1,low,low
209432,rural,1,0.67,70,dim,clear,True,True,afternoon,False,False,1,0.32,70,46.900000000000006,0.67,1,1,1,0,0,high,high
416613,highway,1,0.35,35,daylight,rainy,True,False,evening,True,False,1,0.14,35,12.25,0.35,0,0,1,0,1,low,medium
358434,highway,1,0.57,70,night,clear,False,False,evening,True,False,0,0.55,70,39.9,0.57,1,1,1,1,1,high,medium
75849,rural,3,0.51,25,daylight,clear,False,False,afternoon,False,True,2,0.17,75,12.75,1.53,0,0,0,1,0,low,medium
232907,rural,3,0.43,60,daylight,clear,True,True,morning,False,True,2,0.22,180,25.8,1.29,1,0,0,0,0,medium,medium
514606,urban,4,0.46,25,dim,clear,False,True,evening,False,False,0,0.19,100,11.5,1.84,0,0,0,1,0,low,medium
228390,urban,4,0.32,70,daylight,clear,True,False,evening,False,False,0,0.28,280,22.400000000000002,1.28,1,0,0,0,0,high,medium
210426,rural,2,0.58,60,dim,clear,False,True,morning,False,True,2,0.3,120,34.8,1.16,1,1,1,1,0,medium,medium
472545,highway,3,0.29,45,daylight,foggy,False,False,evening,False,True,1,0.26,135,13.049999999999999,0.8699999999999999,0,0,0,1,0,medium,low
502451,urban,3,0.39,45,dim,foggy,True,True,morning,True,False,2,0.24,135,17.55,1.17,0,0,0,0,1,medium,medium
362814,rural,1,0.54,25,daylight,rainy,True,False,morning,True,True,1,0.22,25,13.5,0.54,0,1,1,0,1,low,medium
381535,rural,1,0.52,70,night,rainy,False,False,evening,False,True,2,0.63,70,36.4,0.52,1,0,1,1,0,high,medium
42388,rural,4,0.41,45,daylight,foggy,True,False,afternoon,True,True,2,0.16,180,18.45,1.64,0,0,0,0,1,medium,medium
375459,rural,3,0.6,60,daylight,clear,True,False,morning,True,False,1,0.42,180,36.0,1.7999999999999998,1,1,0,0,1,medium,medium
458084,urban,4,0.35,60,daylight,clear,False,True,afternoon,False,False,1,0.32,240,21.0,1.4,1,0,0,1,0,medium,medium
307934,highway,3,0.08,25,night,foggy,True,True,evening,True,False,2,0.3,75,2.0,0.24,0,0,0,0,1,low,low
282364,highway,4,0.32,35,dim,foggy,True,True,evening,False,False,0,0.21,140,11.200000000000001,1.28,0,0,0,0,0,low,medium
82229,urban,3,0.18,35,night,clear,True,True,morning,False,False,0,0.11,105,6.3,0.54,0,0,0,0,0,low,low
392775,highway,2,0.0,25,dim,foggy,False,True,afternoon,False,True,0,0.11,50,0.0,0.0,0,0,1,1,0,low,low
492282,urban,4,0.66,70,night,foggy,True,True,afternoon,True,False,1,0.78,280,46.2,2.64,1,1,0,0,1,high,high
213906,urban,2,0.78,35,night,clear,False,True,morning,True,True,0,0.44,70,27.3,1.56,0,1,1,1,1,low,high
266490,highway,4,0.73,25,dim,foggy,False,True,evening,True,True,1,0.33,100,18.25,2.92,0,1,0,1,1,low,high
141193,urban,4,0.63,70,night,clear,False,False,morning,False,True,2,0.6,280,44.1,2.52,1,1,0,1,0,high,high
357183,urban,2,0.31,70,dim,clear,False,True,afternoon,True,True,2,0.29,140,21.7,0.62,1,0,1,1,1,high,medium
296340,highway,4,0.56,60,night,foggy,False,False,afternoon,True,True,2,0.65,240,33.6,2.24,1,1,0,1,1,medium,medium
419510,rural,4,0.8,60,dim,clear,True,True,afternoon,False,False,0,0.42,240,48.0,3.2,1,1,0,0,0,medium,high
102824,highway,1,0.79,70,daylight,foggy,True,True,evening,False,False,0,0.56,70,55.300000000000004,0.79,1,1,1,0,0,high,high
92854,rural,1,0.57,35,night,rainy,True,True,evening,True,False,0,0.47,35,19.95,0.57,0,1,1,0,1,low,medium
393621,urban,3,0.77,70,night,clear,False,False,evening,True,True,2,0.62,210,53.9,2.31,1,1,0,1,1,high,high
201636,highway,4,0.09,45,dim,clear,False,True,morning,True,False,0,0.12,180,4.05,0.36,0,0,0,1,1,medium,low
174554,rural,1,0.7,45,daylight,clear,False,False,evening,False,False,0,0.22,45,31.499999999999996,0.7,0,1,1,1,0,medium,high
352558,urban,3,0.14,25,dim,clear,True,False,evening,True,False,1,0.07,75,3.5000000000000004,0.42000000000000004,0,0,0,0,1,low,low
483134,rural,4,0.63,60,dim,clear,False,True,evening,True,False,1,0.25,240,37.8,2.52,1,1,0,1,1,medium,high
22373,highway,4,0.82,35,night,rainy,False,True,morning,True,True,3,0.65,140,28.7,3.28,0,1,0,1,1,low,high
260120,rural,4,0.35,70,daylight,foggy,False,False,evening,False,False,2,0.39,280,24.5,1.4,1,0,0,1,0,high,medium
444462,urban,1,0.29,35,night,rainy,True,False,afternoon,True,False,2,0.4,35,10.149999999999999,0.29,0,0,1,0,1,low,low
377714,rural,2,0.24,45,dim,foggy,True,True,evening,True,False,1,0.26,90,10.799999999999999,0.48,0,0,1,0,1,medium,low
432556,rural,3,0.84,35,night,foggy,True,True,afternoon,True,True,2,0.5,105,29.4,2.52,0,1,0,0,1,low,high
146339,urban,4,0.68,70,dim,foggy,False,True,evening,False,True,2,0.53,280,47.6,2.72,1,1,0,1,0,high,high
138983,rural,4,0.78,60,daylight,clear,True,False,afternoon,True,False,0,0.46,240,46.800000000000004,3.12,1,1,0,0,1,medium,high
317694,rural,2,0.97,35,dim,foggy,False,True,evening,True,True,0,0.39,70,33.949999999999996,1.94,0,1,1,1,1,low,high
73297,highway,4,0.15,35,night,clear,True,False,morning,True,True,1,0.32,140,5.25,0.6,0,0,0,0,1,low,low
346373,urban,4,0.69,70,daylight,clear,False,False,afternoon,False,True,2,0.4,280,48.3,2.76,1,1,0,1,0,high,high
172209,rural,2,0.43,45,dim,rainy,True,False,morning,False,False,1,0.15,90,19.35,0.86,0,0,1,0,0,medium,medium
16393,highway,2,0.16,60,daylight,foggy,True,True,morning,True,False,1,0.43,120,9.6,0.32,1,0,1,0,1,medium,low
205519,rural,1,0.3,70,dim,rainy,False,False,evening,False,True,1,0.41,70,21.0,0.3,1,0,1,1,0,high,low
147802,highway,4,0.01,25,night,rainy,False,True,morning,True,True,1,0.28,100,0.25,0.04,0,0,0,1,1,low,low
288673,highway,3,0.7,35,dim,clear,False,True,afternoon,False,True,1,0.21,105,24.5,2.0999999999999996,0,1,0,1,0,low,high
81269,highway,3,0.81,35,night,clear,True,False,afternoon,False,True,1,0.43,105,28.35,2.43,0,1,0,0,0,low,high
254973,highway,2,0.86,35,night,clear,True,False,afternoon,True,False,1,0.45,70,30.099999999999998,1.72,0,1,1,0,1,low,high
383404,highway,2,0.67,35,daylight,foggy,True,True,evening,True,True,2,0.23,70,23.450000000000003,1.34,0,1,1,0,1,low,high
398193,highway,4,0.01,60,daylight,clear,False,True,morning,False,True,2,0.16,240,0.6,0.04,1,0,0,1,0,medium,low
320116,rural,2,0.59,25,daylight,foggy,True,False,afternoon,False,True,3,0.2,50,14.75,1.18,0,1,1,0,0,low,medium
69217,highway,2,0.86,45,dim,clear,True,False,evening,False,True,0,0.24,90,38.7,1.72,0,1,1,0,0,medium,high
231564,rural,3,0.07,45,daylight,foggy,False,False,morning,True,False,0,0.14,135,3.1500000000000004,0.21000000000000002,0,0,0,1,1,medium,low
454349,rural,3,0.12,25,night,foggy,True,True,afternoon,False,False,2,0.34,75,3.0,0.36,0,0,0,0,0,low,low
348205,urban,1,0.62,45,night,rainy,False,True,evening,False,False,2,0.52,45,27.9,0.62,0,1,1,1,0,medium,high
206273,highway,2,0.24,60,daylight,clear,False,False,evening,True,True,0,0.31,120,14.399999999999999,0.48,1,0,1,1,1,medium,low
36734,urban,2,0.55,60,daylight,clear,True,True,evening,True,False,2,0.24,120,33.0,1.1,1,1,1,0,1,medium,medium
508854,urban,4,0.98,60,dim,clear,True,False,evening,True,False,2,0.43,240,58.8,3.92,1,1,0,0,1,medium,high
86860,rural,1,0.58,35,daylight,rainy,False,True,evening,False,False,2,0.39,35,20.299999999999997,0.58,0,1,1,1,0,low,medium
75431,rural,4,0.15,60,daylight,rainy,True,False,afternoon,False,False,1,0.39,240,9.0,0.6,1,0,0,0,0,medium,low
137797,urban,2,0.45,70,daylight,clear,False,False,morning,False,True,2,0.34,140,31.5,0.9,1,0,1,1,0,high,medium
208220,rural,1,0.32,45,dim,rainy,False,False,evening,True,False,0,0.15,45,14.4,0.32,0,0,1,1,1,medium,medium
348542,urban,4,0.54,70,night,clear,False,False,evening,False,True,0,0.57,280,37.800000000000004,2.16,1,1,0,1,0,high,medium
435095,urban,4,0.6,60,daylight,foggy,True,False,morning,False,True,1,0.45,240,36.0,2.4,1,1,0,0,0,medium,medium
513647,urban,3,0.23,60,daylight,clear,False,False,afternoon,True,False,0,0.25,180,13.8,0.6900000000000001,1,0,0,1,1,medium,low
108184,urban,2,0.52,70,night,clear,False,True,morning,True,True,3,0.67,140,36.4,1.04,1,0,1,1,1,high,medium
187429,urban,3,0.51,25,night,foggy,True,False,morning,False,True,2,0.46,75,12.75,1.53,0,0,0,0,0,low,medium
6940,rural,4,0.47,45,daylight,clear,True,True,morning,True,False,1,0.21,180,21.15,1.88,0,0,0,0,1,medium,medium
162323,highway,4,0.69,25,daylight,foggy,False,True,evening,False,False,3,0.44,100,17.25,2.76,0,1,0,1,0,low,high
95437,rural,4,0.59,60,night,clear,True,False,morning,True,True,3,0.77,240,35.4,2.36,1,1,0,0,1,medium,medium
425834,highway,2,0.15,45,dim,rainy,False,False,evening,False,False,1,0.18,90,6.75,0.3,0,0,1,1,0,medium,low
